country,year_1914,year_1915,year_1916,year_1917,year_1918,year_1919,year_1920,year_1921,year_1922,year_1923,year_1924,year_1925,year_1926,year_1927,year_1928,year_1929,year_1930,year_1931,year_1932,year_1933,year_1934,year_1935,year_1936,year_1937,year_1938,year_1939,year_1940,year_1941,year_1942,year_1943,year_1944,year_1945,year_1946,year_1947,year_1948,year_1949,year_1950,year_1951,year_1952,year_1953,year_1954,year_1955
Myanmar,30.8,30.8,30.8,30.8,18.12903307,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,28.0,28.5,28.1,28.0,28.93333333,29.86666667,30.8,32.041,33.282,34.05,35.513000000000005,36.834,38.013000000000005,39.052
Namibia,32.4,32.4,32.4,32.4,12.53040916,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,33.1853,33.9706,34.7559,35.5412,36.3265,37.1118,37.8971,38.6824,39.4677,40.253,40.633,41.386,42.126000000000005,42.852,43.565
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,32.8,32.8,32.8,32.8,21.01903625,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,33.1586,33.5172,33.8758,34.2344,34.593,34.797,35.204,35.611999999999995,36.019,36.427
Netherlands,57.2,57.22,56.16,55.67,47.61,54.98,57.84,59.77,59.84,62.06,62.97,63.18,63.04,62.65,63.74,62.19,64.73,64.35,65.44,66.08,66.62,66.54,66.76,66.98,67.4,67.73,65.4,65.33,65.84,64.43,61.26,55.45,67.58,69.53,71.05,70.28,71.45,71.51,72.13,71.71,72.4,72.52
Netherlands Antilles,34.408,34.408,34.408,34.408,22.31566596,34.408,34.408,34.408,35.23558621,36.06317241,36.89075862,37.71834483,38.54593103,39.37351724,40.20110345,41.02868966,41.85627586,42.68386207,43.51144828,44.33903448,45.16662069,45.994206899999995,46.8217931,47.64937931,48.47696552,49.30455172,50.13213793,50.95972414,51.78731034,52.61489655,53.44248276,54.27006897,55.09765517,55.92524138,56.75282759,57.58041379,58.408,58.958999999999996,60.02,60.997,61.891000000000005,62.702
New Caledonia,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.923479999999998,27.84696,28.77044,29.693920000000002,30.6174,31.540879999999998,32.46436,33.387840000000004,34.31132,35.2348,36.15828,37.081759999999996,38.00524,38.92872,39.8522,40.77568,41.69916,42.622640000000004,43.54612,44.4696,45.39308,46.316559999999996,47.24004,48.16352,49.086999999999996,49.50899999999999,50.343,51.16,51.958999999999996,52.74
New Zealand,53.68641026,54.13269231,54.57897436,55.02525641,47.00680071,55.91782051,56.36410256,56.81038462,57.25666667,57.70294872,58.14923077,58.59551282,59.04179487,59.48807692,59.93435897,60.38064103,60.82692308,61.27320513,61.71948718,62.16576923,62.61205128,63.05833333,63.50461538,63.95089744,64.39717949,64.84346154,65.28974359,65.73602564,66.18230769,66.62858974,67.07487179,67.52115385,67.96743590000001,68.41371795,68.86,68.98,69.29,69.16,69.39,70.24,70.35,70.48
Nicaragua,25.4,25.4,25.4,25.19,22.26836489,24.77,24.56,24.35,24.88265684,25.41531368,25.94797053,26.48062737,27.01328421,27.54594105,28.07859789,28.61125474,29.14391158,29.67656842,30.20922526,30.74188211,31.27453895,31.80719579,32.33985263,32.87250947,33.40516632,33.93782316,34.47048,35.128432000000004,35.786384000000005,36.444336,37.102288,37.76024,38.418192,39.076144,39.734096,40.392047999999996,41.05,41.358000000000004,41.975,42.595,43.218,43.843999999999994
Niger,30.8,30.8,30.8,30.8,11.91162352,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,31.616,32.431999999999995,33.248000000000005,34.064,34.88,34.899,34.94,34.989000000000004,35.048,35.114000000000004
Nigeria,30.4,30.4,30.4,30.4,14.3599432,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.9854,31.5708,32.1562,32.7416,33.327,33.486999999999995,33.818000000000005,34.172,34.549,34.948
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,57.82,58.17,57.25,57.75,50.3,56.82,58.89,61.61,60.79,61.81,62.12,62.52,63.26,62.87,63.4,62.47,64.11,64.14,64.61,65.49,66.22,65.84,65.84,66.04,67.09,67.36,65.89,65.77,65.68,66.12,65.8,68.19,69.51,70.01,71.13,71.53,71.6,72.54,72.67,73.15,73.23,73.44
Oman,32.3,32.3,32.3,32.3,26.77764052,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.6784,33.0568,33.4352,33.8136,34.192,34.663000000000004,35.6,36.525,37.439,38.342
Pakistan,23.68,23.99,24.3,24.61,8.212462883999999,25.23,25.54,25.85,26.16,26.47,26.78,27.09,27.4,27.75995833,28.11991667,28.479875,28.83983333,29.19979167,29.55975,29.91970833,30.27966667,30.639625,30.99958333,31.35954167,31.7195,32.07945833,32.43941667,32.799375,33.15933333,33.51929167,33.87925,34.23920833,34.59916667,10.71858898,31.50743098,35.67904167,36.039,36.643,37.838,39.007,40.15,41.266999999999996
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,32.9,32.9,33.1,33.3,29.43773524,33.7,33.9,34.1,34.3,34.5,34.7,34.9,35.1,35.3,35.5,35.7,35.9,36.55,37.2,37.85,38.5,39.15,39.8,40.45,41.1,41.75,42.4,43.7328,45.0656,46.3984,47.7312,49.06399999999999,50.3968,51.7296,53.0624,54.3952,55.728,55.995,56.53,57.068000000000005,57.608999999999995,58.152
Papua New Guinea,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.0,30.0,29.0,28.0,31.5,32.0455,32.591,33.1365,33.681999999999995,33.933,34.434,34.929,35.418,35.902
Paraguay,35.5,35.5,35.5,35.5,31.38257061,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,37.01044444,38.52088889,40.03133333,41.54177778,43.05222222,44.56266667,46.07311111,47.58355556,49.093999999999994,50.60444444,52.11488889,53.62533333,55.13577778,56.64622222,58.15666667,59.66711111,61.17755556,62.688,62.678999999999995,62.68,62.718,62.793,62.905
Peru,35.7,35.7,35.7,35.7,31.55937382,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,36.4413,37.1826,37.9239,38.6652,39.4065,40.1478,40.8891,41.6304,42.3717,43.113,43.294,43.674,44.085,44.528,45.001999999999995
Philippines,30.9,30.9,30.9,30.9,25.6,30.9,30.9,30.9,30.9,30.9,30.9,30.9,31.6,32.3,33.0,33.7,34.4,35.1,35.8,36.5,37.2,37.9,38.6,39.3,40.0,41.22816667,42.45633333,41.0,34.8,37.1,32.5,29.9,41.0,44.4345,47.869,51.3035,54.738,54.913999999999994,55.262,55.606,55.943999999999996,56.276
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,44.66304348,44.96521739,45.26739129999999,45.56956522,38.63814745,46.17391304,46.47608696,46.77826087,47.08043478,47.382608700000006,47.68478261,47.98695652,48.28913043,48.59130435,48.89347826,49.19565217,49.49782609,49.8,50.28657895,50.77315789,51.25973684,51.74631579,52.23289474,52.71947368,53.20605263,45.0,44.7,41.1,33.4,23.6,15.4,34.3,47.0,54.0,57.0,58.0,59.045,59.653,60.828,61.918,62.925,63.848
Portugal,35.6,35.6,35.6,35.6,20.38594388,35.6,35.6,35.6,35.6,35.6,35.6,35.6,36.65533333,37.71066667,38.766,39.82133333,40.87666667,41.931999999999995,42.98733333,44.04266667,45.098,46.15333333,47.20866667,48.263999999999996,49.31933333,50.37466667,51.43,47.95,49.87,51.05,52.42,53.81,53.69,56.03,56.76,55.38,58.53,58.72,59.82,61.12,62.26,61.43
Puerto Rico,38.286,38.315,38.344,38.373000000000005,24.88720792,38.431,38.46,38.679,38.898,39.117,39.336,39.555,39.774,39.993,40.211999999999996,40.431,40.65,41.18600000000001,41.722,42.258,42.794,43.33,43.86600000000001,44.402,44.938,45.474,46.01,47.5009,48.9918,50.4827,51.9736,53.4645,54.9554,56.4463,57.9372,59.4281,60.919,61.65,63.034,64.259,65.327,66.237
Qatar,30.8,30.8,30.8,30.8,25.53409684,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,33.0806,35.3612,37.6418,39.9224,42.203,44.4836,46.7642,49.0448,51.3254,53.606,54.02,54.843999999999994,55.657,56.461000000000006,57.255
Reunion,33.0,33.0,33.0,33.0,12.76245377,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,35.4622,37.9244,40.3866,42.8488,45.31100000000001,45.978,47.282,48.531000000000006,49.722,50.857
Romania,35.7,35.7,35.7,35.7,26.44721048,35.7,35.7,36.22583333,36.75166667,37.2775,37.80333333,38.32916667,38.855,39.38083333,39.90666667,40.4325,40.95833333,41.48416667,42.01,43.07111111,44.13222222,45.19333333,46.25444444,47.31555556,48.37666667,49.43777778,50.49888889,45.4,44.7,42.4,41.2,45.4,54.0,57.92666667,58.98777778,60.04888889,61.11,61.032,60.961999999999996,61.065,61.341,61.785
Russia,33.0,31.5,31.5,29.0,23.0,25.0,20.5,23.8,24.7,33.6,36.1,35.2,38.4,37.5,38.9,37.4,36.5,35.0,32.8,17.35,38.2,39.6,41.1,39.9,41.4,43.6,41.2,23.0,18.0,16.0,27.0,34.0,46.1,40.4,52.2,55.0,57.3,57.8,58.2,59.0,61.0,63.4
Rwanda,31.8,31.8,26.0,24.0,12.29836455,31.8,31.8,31.8,31.8,31.8,26.0,25.0,24.0,31.8,26.0,24.0,31.8,31.8,32.21498182,32.62996364,33.04494545,33.45992727,33.87490909,34.28989091,34.70487273,35.11985455,35.53483636,35.94981818,36.3648,34.0,19.4646748,37.506,37.8864,38.2668,38.6472,39.0276,39.408,39.555,39.849000000000004,40.146,40.446999999999996,40.75
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,28.008000000000003,28.008000000000003,28.008000000000003,28.008000000000003,18.16487945,28.008000000000003,28.008000000000003,28.008000000000003,28.83558621,29.66317241,30.49075862,31.31834483,32.14593103,32.97351724,33.80110345,34.62868966,35.45627586,36.28386207,37.11144828,37.93903448,38.76662069,39.594206899999996,40.4217931,41.24937931,42.07696552,42.90455172,43.73213793,44.55972414,45.38731034,46.21489655,47.04248276,47.87006897,48.69765517,49.52524138,50.35282759,51.18041379,52.008,52.093,52.313,52.636,53.06,53.585
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,25.986,25.986,25.986,25.986,16.85349034,25.986,25.986,25.986,26.81358621,27.64117241,28.46875862,29.29634483,30.12393103,30.95151724,31.77910345,32.60668966,33.43427586,34.26186207,35.08944828,35.91703448,36.74462069,37.5722069,38.399793100000004,39.22737931,40.05496552,40.88255172,41.71013793,42.53772414,43.36531034,44.19289655,45.02048276,45.84806897,46.67565517,47.50324138,48.33082759,49.15841379,49.986000000000004,50.207,50.702,51.302,52.007,52.816
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,25.4,25.4,25.4,25.4,1.0,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,26.6175,27.835,29.0525,30.27,31.4875,32.705,33.9225,35.14,36.3575,37.575,38.7925,40.01,41.2275,42.445,43.6625,44.88,45.144,45.669,46.191,46.708999999999996,47.223
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,31.0,31.0,31.0,31.0,11.98897173,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.96973333,32.93946667,33.9092,34.87893333,35.84866667,36.8184,37.78813333,38.75786667,39.7276,40.69733333,41.66706667,42.6368,43.60653333,44.57626667,45.54600000000001,45.746,46.159,46.601000000000006,47.07,47.567
Saudi Arabia,32.1,32.1,32.1,32.1,26.61183469,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,33.8746,35.6492,37.4238,39.1984,40.973,41.215,41.699,42.185,42.672,43.161
Senegal,25.2,25.2,25.2,25.2,11.90363713,25.2,25.2,25.2,25.2,24.94,24.68,24.42,24.16,23.9,24.15,24.4,24.65,24.9,25.15,25.4,25.65,25.9,26.15,26.4,26.7,27.0,27.3,27.6,27.9,28.2,28.5,28.8,29.9416,31.0832,32.2248,33.3664,34.508,34.76,35.253,35.724000000000004,36.173,36.6
Serbia,25.0,16.0,21.0,20.0,9.9,35.5,35.5,36.25583333,37.01166667,37.7675,38.52333333,39.27916667,40.035,40.79083333,41.54666667,42.3025,43.05833333,43.81416667,44.57,45.32583333,46.08166667,46.8375,47.59333333,48.34916667,49.105,49.86083333,50.61666667,44.07997789,41.82253755,40.31143463,38.82797383,43.34285451,51.0,55.2,56.6,57.4,58.175,58.406000000000006,58.873000000000005,59.349,59.835,60.32899999999999
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,48.5467,48.809125,49.07155,49.333975,49.5964,49.858825,50.12125,50.383675,50.6461,50.908525,51.17095,51.433375,51.6958,51.958225,52.22065,52.483075,52.7455,53.007925,53.27035,53.532775,53.7952,54.057625,54.32005,54.582475,54.8449,55.107325,55.36975,55.632175,55.8946,56.157025,56.41945,56.681875,56.9443,57.206725,57.46915,57.731575,57.994,57.926,57.852,57.897,58.06100000000001,58.343999999999994
Sierra Leone,25.1,25.1,25.1,25.1,11.85640047,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,24.98,24.86,24.74,24.62,24.5,24.54285714,24.58571429,24.62857143,24.67142857,24.71428571,24.75714286,24.8,24.84285714,24.88571429,24.92857143,24.97142857,25.01428571,25.05714286,25.1,25.764,26.428,27.092,27.756,28.42,28.516,28.712,28.910999999999998,29.114,29.32
Singapore,34.0,34.0,34.0,34.0,21.78802539,34.0,34.0,34.81296667,35.62593333,36.4389,37.25186667,38.06483333,38.8778,39.69076667,40.50373333,41.3167,42.12966667,42.94263333,43.7556,44.56856667,45.38153333,46.1945,47.00746667,47.82043333,48.6334,49.44636667,50.25933333,49.0,35.1,36.8,36.1,34.9,44.0,53.0,56.0,57.4,58.388999999999996,58.873999999999995,59.818000000000005,60.711999999999996,61.556999999999995,62.352
Slovak Republic,42.1,42.4,42.7,43.0,31.85518349,43.6,43.9,44.2,44.83333333,45.46666667,46.1,46.73333333,47.36666667,48.0,48.63333333,49.26666667,49.9,50.37142857,50.84285714,51.31428571,51.78571429,52.25714286,52.72857143,53.2,53.79153846,54.1,54.0,53.8,52.0,47.5,42.5,40.5,54.0,58.0,59.0,60.3,60.89,61.31,64.36,65.66,66.71,67.84
Slovenia,36.6,36.6,36.6,36.6,20.08650588,36.6,36.6,37.52836667,38.45673333,39.3851,40.31346667,41.24183333,42.1702,43.09856667,44.02693333,44.9553,45.88366667,46.81203333,47.7404,48.66876667,49.59713333,50.5255,51.45386667,52.38223333,53.3106,54.23896667,55.16733333,52.196969700000004,50.42045455,48.76893939,47.32954545,49.09090909,55.0,61.0,62.5,63.51,64.45100000000001,64.747,65.322,65.866,66.377,66.85600000000001
Solomon Islands,25.1,25.1,25.1,25.1,24.5,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,26.3046875,27.509375,28.7140625,29.91875,31.1234375,32.328125,33.5328125,28.0,26.0,31.0,35.0,38.0,40.0,41.9,43.1,44.375,44.628,45.135,45.641999999999996,46.147,46.653
Somalia,29.4,29.4,29.4,29.4,15.50239727,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,30.1556,30.9112,31.6668,32.4224,33.178000000000004,33.381,33.787,34.192,34.594,34.994
South Africa,33.5,33.5,33.5,33.5,11.06786029,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,34.00235,34.5047,35.00705,35.5094,36.01175,36.5141,37.01645,37.5188,38.02115,38.5235,39.02585,39.5282,40.03055,40.5329,41.03525,41.5376,42.03995,42.5423,43.04465,43.547,43.937,44.693000000000005,45.398999999999994,46.056000000000004,46.663000000000004
South Sudan,26.665,26.665,26.665,26.665,10.31244939,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.665,26.980999999999998,27.599,28.191,28.756,29.296
Spain,42.84,43.05,43.98,42.63,30.29,41.12,39.31,42.03,44.21,44.75,46.3,46.95,47.76,48.49,48.67,49.49,49.34,49.25,51.2,51.6,52.24,52.72,50.9,47.22,47.53,47.09,48.39,47.16,52.48,54.85,56.25,57.84,57.57,59.33,61.27,61.02,61.87,61.52,64.94,65.81,67.01,66.78
Sri Lanka,29.20419281,34.44322404,32.76340818,34.35722352,28.19972676,25.452457199999998,31.08770142,32.0,36.03629535,33.22579841,37.85740626,39.65538034,38.41033771,41.53874618,37.63846883,37.42079757,38.18820257,42.14544595,44.14707329,43.25992274,41.17892658,27.75807072,42.51371096,42.63717966,43.51155934,42.63717966,44.01923224,47.05544723,47.32916183,43.76465966,43.76465966,42.88519385,45.8,53.3,53.02766667,52.75533333,52.483000000000004,53.04,54.106,55.074,55.945,56.718999999999994
Sudan,31.4,31.4,31.4,31.4,12.14366814,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,32.6014,33.8028,35.0042,36.2056,37.407,38.6084,39.8098,41.0112,42.2126,43.413999999999994,43.70399999999999,44.273999999999994,44.826,45.358999999999995,45.873000000000005
Suriname,32.9,32.9,32.9,32.9,29.08412881,32.9,32.9,32.9,32.9,32.9,32.9,32.9,33.77052,34.641040000000004,35.511559999999996,36.38208,37.2526,38.12312,38.99364,39.86416,40.73468,41.6052,42.47572,43.34624,44.21676,45.08728,45.9578,46.82832,47.698840000000004,48.569359999999996,49.43988,50.3104,51.18092,52.05144,52.92196,53.792480000000005,54.663000000000004,55.013999999999996,55.693999999999996,56.331,56.924,57.474
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,32.3,32.3,32.3,32.3,12.49173506,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,33.9396,35.5792,37.2188,38.8584,40.498000000000005,40.738,41.208999999999996,41.661,42.093999999999994,42.508
Sweden,58.26,57.2,58.22,58.9,49.81,56.57,58.81,61.03,61.05,63.0,62.0,62.56,62.79,61.59,62.27,62.32,63.19,62.69,63.95,64.83,64.98,64.86,64.61,64.63,65.57,66.4,66.74,67.03,68.97,68.72,67.74,68.34,69.51,69.47,70.73,70.8,71.14,71.37,71.86,71.9,72.36,72.6
Switzerland,55.13,55.95,56.59,55.81,46.3,54.97,54.38,57.87,58.5,60.04,59.49,59.95,60.64,60.1,60.47,60.17,61.43,61.24,61.23,62.41,62.89,62.13,63.18,63.51,63.85,64.01,63.58,64.98,65.65,65.84,64.88,65.42,66.07,66.26,67.34,67.97,68.94,68.71,69.62,69.53,70.0,70.08
Syria,31.1,31.1,31.1,31.1,25.78280558,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,32.19426667,33.28853333,34.3828,35.47706667,36.57133333,37.6656,38.75986667,39.85413333,40.9484,42.04266667,43.13693333,44.2312,45.32546667,46.41973333,47.513999999999996,47.805,48.383,48.953,49.515,50.07
Taiwan,31.9,28.5,30.0,31.4,26.1,31.2,27.6,30.0,36.6,35.3,37.1,34.2,37.0,39.6,40.3,40.9,41.5,41.2,41.3,42.0,42.6,42.8,42.0,42.5,43.7,43.6,43.8,45.0,44.5,44.2,43.5,41.7,43.5,46.0,50.0,52.5,54.6,55.1,58.5,60.3,62.0,62.4
Tajikistan,29.435,29.035,29.035,26.035,16.035,21.505,17.005,20.305,21.205,30.105,32.605,31.705,34.905,34.24038814,35.74837427,34.50585797,33.82385174,28.035,20.035,16.035,36.18662426,37.74397279,39.41307428,38.42166569,40.10628107,42.505,40.035,29.7,25.7,24.7,32.7,40.2,47.035,39.035,47.105,49.905,52.205,52.415,52.833999999999996,53.251999999999995,53.668,54.083
Tanzania,32.2,32.2,32.2,32.2,12.45306096,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,33.8404,35.4808,37.1212,38.7616,40.402,40.626999999999995,41.063,41.474,41.858999999999995,42.218
Thailand,30.4,30.4,30.4,30.4,19.48105799,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,31.81428571,33.22857143,34.64285714,36.05714286,37.47142857,38.88571429,40.3,40.3,40.3,39.3,38.3,38.3,38.3,38.1,39.33333333,40.56666667,41.8,49.9,50.3815,50.863,51.023999999999994,51.36600000000001,51.745,52.16,52.611999999999995
Timor-Leste,28.949,28.949,28.949,28.949,9.398364277999999,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,28.949,21.0,19.0,16.0,15.0,20.0,26.0,28.949,28.949,28.949,29.201999999999998,29.708000000000002,30.212,30.715999999999998,31.218000000000004
Togo,31.3,31.3,31.3,31.3,12.10499403,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.8254,32.3508,32.8762,33.4016,33.927,34.273,34.963,35.647,36.327,37.001
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,28.2,28.2,28.2,28.2,5.837612986,28.2,28.2,28.2,28.2,28.2,28.2,28.2,29.38908,30.578159999999997,31.76724,32.95632,34.1454,35.33448,36.523559999999996,37.71264,38.901720000000005,40.0908,41.27988,42.468959999999996,43.65804,44.847120000000004,46.0362,47.22528,48.414359999999995,49.60344,50.79252,51.9816,53.170680000000004,54.359759999999994,55.548840000000006,56.737919999999995,57.927,58.106,58.467,58.82899999999999,59.193000000000005,59.558
Trinidad and Tobago,38.8,38.8,38.8,38.8,25.1641432,38.8,38.8,38.8,39.49,40.18,40.87,41.56,42.25,42.94,43.63,44.32,45.01,45.7,46.28666667,46.87333333,47.46,48.04666667,48.63333333,49.22,49.80666667,50.39333333,50.98,51.56666667,52.15333333,52.74,53.32666667,53.91333333,54.5,55.0975,55.695,56.2925,56.89,57.11600000000001,57.592,58.111000000000004,58.674,59.278999999999996
Tunisia,28.8,28.8,28.8,28.8,22.04036152,28.8,28.8,28.8,28.8,28.8,29.041999999999998,29.284000000000002,29.526,29.768,30.01,30.252,30.494,30.736,30.978,31.22,31.63142857,32.04285714,32.45428571,32.86571429,33.27714286,33.68857143,34.1,33.0,27.0,25.0,26.0,27.5,35.0,37.0,37.41833333,37.83666667,38.255,38.367,38.611,38.891999999999996,39.211999999999996,39.569
Turkey,27.0,7.0,19.0,22.0,19.06766972,30.0,29.0,29.0,33.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.06142857,35.12285714,35.18428571,35.24571429,35.30714286,35.36857143,35.43,34.611999999999995,33.794000000000004,32.976,32.158,31.34,32.692,34.044000000000004,35.396,36.748000000000005,38.1,38.79033333,39.48066667,40.171,40.36,40.758,41.196999999999996,41.677,42.198
Turkmenistan,27.656,27.256,27.256,24.256,14.255999999999998,19.726,15.225999999999999,18.526,19.426,28.326,30.826,29.926,33.126,32.46138814,33.96937427,32.72685797,32.04485174,26.256,18.256,14.255999999999998,34.40762426,35.96497279,37.63407428,36.64266569,38.32728107,40.726,38.256,27.5,23.5,22.5,30.5,38.0,45.256,37.256,45.326,48.126000000000005,50.426,50.641999999999996,51.073,51.501999999999995,51.928999999999995,52.353
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,25.3,25.3,25.3,25.3,9.784547893,25.3,25.3,25.3,25.3,25.02,24.74,24.46,24.18,23.9,24.15,24.4,24.65,24.9,25.15,25.4,25.65,25.9,26.15,26.4,26.7,27.0,27.3,27.6,27.9,28.2,28.5,28.8,30.8372,32.8744,34.9116,36.9488,38.986,39.236,39.738,40.246,40.759,41.278
Ukraine,40.55,35.0,35.0,33.0,29.0,31.0,28.05,31.35,32.25,41.15,43.65,42.75,45.95,45.05,46.65,44.75,44.7,45.7,36.95,9.05,39.75,49.6,50.3,49.05,50.3,50.1,49.9,24.95,19.55,18.25,28.95,35.55,55.3,45.25,57.9,60.7,62.65,62.3,63.05,63.75,64.55,66.4
